case,id,sex,deg,yrdeg,field,startyr,year,rank,admin,salary
9126,818,M,PhD,70,Prof,88,93,Full,0,9833.0
9127,818,M,PhD,70,Prof,88,94,Full,0,9833.0
9128,818,M,PhD,70,Prof,88,95,Full,0,10118.0
9129,819,F,PhD,69,Arts,80,80,Assist,0,2000.0
9130,819,F,PhD,69,Arts,80,81,Assist,0,2194.0
9131,819,F,PhD,69,Arts,80,82,Assist,0,2323.0
9132,819,F,PhD,69,Arts,80,83,Assist,0,2451.0
9133,819,F,PhD,69,Arts,80,84,Assist,0,2581.0
9134,819,F,PhD,69,Arts,80,85,Assist,0,2581.0
9135,819,F,PhD,69,Arts,80,86,Assist,0,2658.0
9136,819,F,PhD,69,Arts,80,87,Assoc,0,2872.0
9137,819,F,PhD,69,Arts,80,88,Assoc,0,3266.0
9138,819,F,PhD,69,Arts,80,89,Assoc,0,3754.0
9139,819,F,PhD,69,Arts,80,90,Assoc,0,3929.0
9140,819,F,PhD,69,Arts,80,91,Assoc,0,4231.0
9141,819,F,PhD,69,Arts,80,92,Assoc,1,4353.0
9142,819,F,PhD,69,Arts,80,93,Assoc,1,4480.0
9143,819,F,PhD,69,Arts,80,94,Assoc,0,4480.0
9144,819,F,PhD,69,Arts,80,95,Assoc,0,4676.0
9145,820,M,PhD,71,Other,71,76,Assoc,0,2289.0
9146,820,M,PhD,71,Other,71,77,Assoc,0,2583.0
9147,820,M,PhD,71,Other,71,78,Assoc,1,2510.0
9148,820,M,PhD,71,Other,71,79,Assoc,1,2912.0
9149,820,M,PhD,71,Other,71,80,Full,1,3240.0
9150,820,M,PhD,71,Other,71,81,Full,1,3826.0
9151,820,M,PhD,71,Other,71,82,Full,0,5381.0
9152,820,M,PhD,71,Other,71,83,Full,0,6158.0
9153,820,M,PhD,71,Other,71,84,Full,0,7141.0
9154,820,M,PhD,71,Other,71,85,Full,0,7141.0
9155,820,M,PhD,71,Other,71,86,Full,0,8564.0
9156,820,M,PhD,71,Other,71,87,Full,0,8953.0
9157,820,M,PhD,71,Other,71,88,Full,1,9111.0
9158,820,M,PhD,71,Other,71,89,Full,0,9370.0
9159,820,M,PhD,71,Other,71,90,Full,0,9949.0
9160,820,M,PhD,71,Other,71,91,Full,0,11413.0
9161,820,M,PhD,71,Other,71,92,Full,1,12007.0
9162,820,M,PhD,71,Other,71,93,Full,1,12318.0
9163,820,M,PhD,71,Other,71,94,Full,1,12318.0
9164,820,M,PhD,71,Other,71,95,Full,0,12503.0
9165,821,M,PhD,76,Other,84,84,Full,0,4566.0
9166,821,M,PhD,76,Other,84,85,Full,0,4566.0
9167,821,M,PhD,76,Other,84,86,Full,0,5050.0
9168,821,M,PhD,76,Other,84,87,Full,0,5305.0
9169,821,M,PhD,76,Other,84,88,Full,0,5537.0
9170,821,M,PhD,76,Other,84,89,Full,0,6736.0
9171,821,M,PhD,76,Other,84,90,Full,1,7574.0
9172,821,M,PhD,76,Other,84,91,Full,0,7702.0
9173,821,M,PhD,76,Other,84,92,Full,0,8272.0
9174,821,M,PhD,76,Other,84,93,Full,1,9408.0
9175,821,M,PhD,76,Other,84,94,Full,1,9408.0
9176,821,M,PhD,76,Other,84,95,Full,1,9820.0
9177,822,M,PhD,66,Other,91,91,Full,1,6772.0
9178,822,M,PhD,66,Other,91,92,Full,1,7036.0
9179,822,M,PhD,66,Other,91,93,Full,1,7274.0
9180,822,M,PhD,66,Other,91,94,Full,1,7274.0
9181,822,M,PhD,66,Other,91,95,Full,1,7485.0
9182,823,F,PhD,71,Other,70,76,Assist,0,1652.0
9183,823,F,PhD,71,Other,70,77,Assoc,0,1980.0
9184,823,F,PhD,71,Other,70,79,Assoc,0,2369.0
9185,823,F,PhD,71,Other,70,80,Assoc,0,2552.0
9186,823,F,PhD,71,Other,70,81,Assoc,0,2838.0
9187,823,F,PhD,71,Other,70,82,Assoc,0,2920.0
9188,823,F,PhD,71,Other,70,83,Assoc,0,3081.0
9189,823,F,PhD,71,Other,70,84,Assoc,0,3290.0
9190,823,F,PhD,71,Other,70,85,Assoc,0,3290.0
9191,823,F,PhD,71,Other,70,86,Full,0,3839.394
9192,823,F,PhD,71,Other,70,87,Full,0,3990.0
9193,823,F,PhD,71,Other,70,88,Full,0,4105.0
9194,823,F,PhD,71,Other,70,89,Full,0,4393.0
9195,823,F,PhD,71,Other,70,90,Full,0,4598.0
9196,823,F,PhD,71,Other,70,91,Full,0,5095.0
9197,823,F,PhD,71,Other,70,92,Full,0,5242.0
9198,823,F,PhD,71,Other,70,93,Full,0,5394.0
9199,823,F,PhD,71,Other,70,94,Full,0,5394.0
9200,823,F,PhD,71,Other,70,95,Full,1,6135.0
9201,824,M,PhD,67,Other,68,76,Full,0,2240.0
9202,824,M,PhD,67,Other,68,77,Full,0,3092.308
9203,824,M,PhD,67,Other,68,78,Full,0,3387.0
9204,824,M,PhD,67,Other,68,79,Full,0,3755.0
9205,824,M,PhD,67,Other,68,80,Full,0,4009.0
9206,824,M,PhD,67,Other,68,81,Full,0,4421.0
9207,824,M,PhD,67,Other,68,82,Full,0,4543.0
9208,824,M,PhD,67,Other,68,83,Full,0,4798.0
9209,824,M,PhD,67,Other,68,84,Full,0,5052.0
9210,824,M,PhD,67,Other,68,85,Full,1,5052.0
9211,824,M,PhD,67,Other,68,86,Full,1,5588.0
9212,824,M,PhD,67,Other,68,87,Full,1,5869.0
9213,824,M,PhD,67,Other,68,88,Full,0,5953.0
9214,824,M,PhD,67,Other,68,89,Full,0,6280.0
9215,824,M,PhD,67,Other,68,90,Full,0,6573.0
9216,824,M,PhD,67,Other,68,91,Full,0,6781.0
9217,824,M,PhD,67,Other,68,92,Full,0,6977.0
9218,824,M,PhD,67,Other,68,93,Full,0,7078.0
9219,824,M,PhD,67,Other,68,94,Full,0,7078.0
9220,824,M,PhD,67,Other,68,95,Full,0,7180.0
9221,825,M,PhD,73,Other,76,76,Assist,0,1910.0
9222,825,M,PhD,73,Other,76,78,Assist,0,2019.0
9223,825,M,PhD,73,Other,76,79,Assoc,0,2285.0
9224,825,M,PhD,73,Other,76,80,Assoc,0,2420.0
9225,825,M,PhD,73,Other,76,81,Assoc,0,2680.0
9226,825,M,PhD,73,Other,76,82,Assoc,0,2838.0
9227,825,M,PhD,73,Other,76,83,Assoc,0,3037.0
9228,825,M,PhD,73,Other,76,84,Assoc,0,3290.0
9229,825,M,PhD,73,Other,76,85,Assoc,0,3273.134
9230,825,M,PhD,73,Other,76,86,Assoc,0,3389.0
9231,825,M,PhD,73,Other,76,87,Assoc,0,3559.0
9232,825,M,PhD,73,Other,76,88,Assoc,0,3610.0
9233,825,M,PhD,73,Other,76,89,Assoc,0,3863.0
9234,825,M,PhD,73,Other,76,90,Assoc,0,4043.0
9235,825,M,PhD,73,Other,76,91,Assoc,0,4231.0
9236,825,M,PhD,73,Other,76,92,Assoc,0,4610.0
9237,825,M,PhD,73,Other,76,93,Assoc,0,4743.0
9238,825,M,PhD,73,Other,76,94,Assoc,0,4743.0
9239,825,M,PhD,73,Other,76,95,Full,0,5022.0
9240,826,M,PhD,69,Prof,92,92,Full,0,8523.0
9241,826,M,PhD,69,Prof,92,93,Full,1,9025.0
9242,826,M,PhD,69,Prof,92,94,Full,1,9025.0
9243,826,M,PhD,69,Prof,92,95,Full,1,9286.0
9244,827,M,PhD,78,Other,89,89,Assoc,1,6250.0
9245,827,M,PhD,78,Other,89,90,Assoc,1,6540.0
9246,827,M,PhD,78,Other,89,91,Assoc,1,6878.0
9247,827,M,PhD,78,Other,89,92,Assoc,1,7078.0
9248,827,M,PhD,78,Other,89,93,Assoc,1,7283.0
9249,827,M,PhD,78,Other,89,94,Assoc,1,7283.0
9250,827,M,PhD,78,Other,89,95,Assoc,1,7494.0
9251,828,M,PhD,69,Other,76,76,Assist,0,2000.0
9252,828,M,PhD,69,Other,76,78,Assist,0,2097.0
9253,828,M,PhD,69,Other,76,79,Assoc,0,2369.0
9254,828,M,PhD,69,Other,76,80,Assoc,0,2597.0
9255,828,M,PhD,69,Other,76,81,Assoc,0,2962.0
9256,828,M,PhD,69,Other,76,82,Assoc,0,3048.0
9257,828,M,PhD,69,Other,76,83,Assoc,0,3262.0
9258,828,M,PhD,69,Other,76,84,Assoc,0,3434.0
9259,828,M,PhD,69,Other,76,85,Full,0,3534.0
9260,828,M,PhD,69,Other,76,86,Full,0,4139.0
9261,828,M,PhD,69,Other,76,87,Full,0,4347.0
9262,828,M,PhD,69,Other,76,88,Full,0,4538.0
9263,828,M,PhD,69,Other,76,89,Full,0,4925.0
9264,828,M,PhD,69,Other,76,90,Full,0,5229.0
9265,828,M,PhD,69,Other,76,91,Full,0,5631.0
9266,828,M,PhD,69,Other,76,92,Full,0,5794.0
9267,828,M,PhD,69,Other,76,93,Full,0,5962.0
9268,828,M,PhD,69,Other,76,94,Full,0,5962.0
9269,828,M,PhD,69,Other,76,95,Full,0,6313.0
9270,829,M,PhD,79,Arts,81,81,Assist,0,1721.0
9271,829,M,PhD,79,Arts,81,83,Assist,0,2035.0
9272,829,M,PhD,79,Arts,81,84,Assist,0,2301.0
9273,829,M,PhD,79,Arts,81,85,Assist,0,2301.0
9274,829,M,PhD,79,Arts,81,86,Assist,0,3155.0
9275,829,M,PhD,79,Arts,81,87,Assoc,0,3313.0
9276,829,M,PhD,79,Arts,81,88,Assoc,0,3409.0
9277,829,M,PhD,79,Arts,81,89,Assoc,0,3754.0
9278,829,M,PhD,79,Arts,81,90,Assoc,0,3818.0
9279,829,M,PhD,79,Arts,81,91,Assoc,0,4231.0
9280,829,M,PhD,79,Arts,81,92,Assoc,0,4292.0
9281,829,M,PhD,79,Arts,81,93,Assoc,0,4292.0
9282,829,M,PhD,79,Arts,81,94,Assoc,0,4292.0
9283,829,M,PhD,79,Arts,81,95,Assoc,0,4416.0
9284,830,F,PhD,73,Other,76,76,Assist,0,1760.606
9285,830,F,PhD,73,Other,76,77,Assist,0,1743.0
9286,830,F,PhD,73,Other,76,78,Assist,0,1942.0
9287,830,F,PhD,73,Other,76,79,Assoc,0,2202.0
9288,830,F,PhD,73,Other,76,80,Assoc,0,2464.0
9289,830,F,PhD,73,Other,76,81,Assoc,0,2879.0
9290,830,F,PhD,73,Other,76,82,Full,0,3182.0
9291,830,F,PhD,73,Other,76,83,Full,0,3455.0
9292,830,F,PhD,73,Other,76,84,Full,0,4505.0
9293,830,F,PhD,73,Other,76,85,Full,0,4505.0
9294,830,F,PhD,73,Other,76,86,Full,0,5129.0
9295,830,F,PhD,73,Other,76,87,Full,0,5387.0
9296,830,F,PhD,73,Other,76,88,Full,0,7067.0
9297,830,F,PhD,73,Other,76,89,Full,0,7142.0
9298,830,F,PhD,73,Other,76,90,Full,0,7475.0
9299,830,F,PhD,73,Other,76,91,Full,0,7935.0
9300,830,F,PhD,73,Other,76,92,Full,0,8165.0
9301,830,F,PhD,73,Other,76,93,Full,0,8646.0
9302,830,F,PhD,73,Other,76,94,Full,1,9974.0
9303,830,F,PhD,73,Other,76,95,Full,1,10411.0
9304,831,M,PhD,73,Arts,73,76,Assist,0,1472.308
9305,831,M,PhD,73,Arts,73,77,Assist,0,1616.667
9306,831,M,PhD,73,Arts,73,79,Assist,0,1803.0
9307,831,M,PhD,73,Arts,73,80,Assoc,0,2068.657
9308,831,M,PhD,73,Arts,73,81,Assoc,0,2323.0
9309,831,M,PhD,73,Arts,73,82,Assoc,0,2391.0
9310,831,M,PhD,73,Arts,73,83,Assoc,0,2595.0
9311,831,M,PhD,73,Arts,73,84,Assoc,0,2851.0
9312,831,M,PhD,73,Arts,73,85,Assoc,0,2851.0
9313,831,M,PhD,73,Arts,73,86,Assoc,0,3110.0
9314,831,M,PhD,73,Arts,73,87,Assoc,0,3266.0
9315,831,M,PhD,73,Arts,73,88,Assoc,0,3361.0
9316,831,M,PhD,73,Arts,73,89,Assoc,0,3754.0
9317,831,M,PhD,73,Arts,73,90,Assoc,0,3929.0
9318,831,M,PhD,73,Arts,73,91,Assoc,0,4231.0
9319,831,M,PhD,73,Arts,73,92,Assoc,0,4416.0
9320,831,M,PhD,73,Arts,73,93,Assoc,0,4480.0
9321,831,M,PhD,73,Arts,73,94,Assoc,0,4480.0
9322,831,M,PhD,73,Arts,73,95,Assoc,1,4935.0
9323,832,F,PhD,79,Other,80,80,Assist,0,2309.0
9324,832,F,PhD,79,Other,80,81,Assist,0,2602.0
9325,832,F,PhD,79,Other,80,82,Assist,0,2715.0
9326,832,F,PhD,79,Other,80,83,Assist,0,2865.0
9327,832,F,PhD,79,Other,80,84,Assist,0,3105.0
9328,832,F,PhD,79,Other,80,85,Assist,0,3103.333
9329,832,F,PhD,79,Other,80,86,Assist,0,3688.0
9330,832,F,PhD,79,Other,80,87,Assist,0,3873.333
9331,832,F,PhD,79,Other,80,88,Assoc,0,4042.5
9332,832,F,PhD,79,Other,80,89,Assoc,0,4515.294
9333,832,F,PhD,79,Other,80,90,Assoc,0,4862.667
9334,832,F,PhD,79,Other,80,91,Assoc,0,5162.667
9335,832,F,PhD,79,Other,80,92,Assoc,0,5311.0
9336,832,F,PhD,79,Other,80,93,Assoc,0,5464.789
9337,832,F,PhD,79,Other,80,94,Assoc,0,5465.0
9338,832,F,PhD,79,Other,80,95,Assoc,0,5705.0
9339,833,F,PhD,86,Arts,90,90,Assist,0,3259.0
9340,833,F,PhD,86,Arts,90,91,Assist,0,3314.0
9341,833,F,PhD,86,Arts,90,92,Assist,0,3362.0
9342,833,F,PhD,86,Arts,90,93,Assist,0,3559.0
9343,833,F,PhD,86,Arts,90,94,Assist,0,3559.0
9344,833,F,PhD,86,Arts,90,95,Assoc,0,3978.0
9345,834,M,PhD,48,Other,77,77,Full,1,5006.0
9346,834,M,PhD,48,Other,77,83,Full,1,7051.0
9347,834,M,PhD,48,Other,77,84,Full,0,7213.0
9348,834,M,PhD,48,Other,77,85,Full,0,7213.0
9349,834,M,PhD,48,Other,77,86,Full,0,7866.0
9350,834,M,PhD,48,Other,77,87,Full,0,8262.0
9351,834,M,PhD,48,Other,77,88,Full,0,8502.0
9352,834,M,PhD,48,Other,77,89,Full,0,9095.0
9353,834,M,PhD,48,Other,77,90,Full,0,9520.0
9354,834,M,PhD,48,Other,77,91,Full,0,9962.0
9355,834,M,PhD,48,Other,77,92,Full,0,10251.0
9356,834,M,PhD,48,Other,77,93,Full,0,10398.0
9357,834,M,PhD,48,Other,77,94,Full,0,10398.0
9358,834,M,PhD,48,Other,77,95,Full,0,10700.0
9359,835,M,PhD,71,Prof,80,80,Assoc,0,3205.0
9360,835,M,PhD,71,Prof,80,87,Full,0,5537.0
9361,835,M,PhD,71,Prof,80,89,Full,0,6690.0
9362,835,M,PhD,71,Prof,80,90,Full,0,7574.0
9363,835,M,PhD,71,Prof,80,91,Full,0,7925.0
9364,835,M,PhD,71,Prof,80,92,Full,0,8155.0
9365,835,M,PhD,71,Prof,80,93,Full,0,8392.0
9366,835,M,PhD,71,Prof,80,94,Full,0,8392.0
9367,835,M,PhD,71,Prof,80,95,Full,0,8635.0
9368,836,F,PhD,82,Other,77,77,Assist,0,1334.0
9369,836,F,PhD,82,Other,77,84,Assoc,0,3060.0
9370,836,F,PhD,82,Other,77,85,Assoc,0,3060.0
9371,836,F,PhD,82,Other,77,86,Assoc,0,3384.0
9372,836,F,PhD,82,Other,77,87,Assoc,0,3555.0
9373,836,F,PhD,82,Other,77,88,Assoc,0,3764.0
9374,836,F,PhD,82,Other,77,89,Assoc,0,4085.0
9375,836,F,PhD,82,Other,77,90,Assoc,0,4400.0
9376,836,F,PhD,82,Other,77,91,Full,1,5465.0
9377,836,F,PhD,82,Other,77,92,Full,1,5624.0
9378,836,F,PhD,82,Other,77,93,Full,0,5870.0
9379,836,F,PhD,82,Other,77,94,Full,1,5870.0
9380,836,F,PhD,82,Other,77,95,Full,1,6305.0
9381,837,M,PhD,69,Prof,69,76,Assoc,0,2089.0
9382,837,M,PhD,69,Prof,69,77,Assoc,0,2652.0
9383,837,M,PhD,69,Prof,69,78,Assoc,0,2378.0
9384,837,M,PhD,69,Prof,69,79,Assoc,0,2671.0
9385,837,M,PhD,69,Prof,69,80,Assoc,0,2869.0
9386,837,M,PhD,69,Prof,69,81,Assoc,0,3228.0
9387,837,M,PhD,69,Prof,69,82,Assoc,0,3417.0
9388,837,M,PhD,69,Prof,69,83,Assoc,0,3818.0
9389,837,M,PhD,69,Prof,69,84,Assoc,0,4135.0
9390,837,M,PhD,69,Prof,69,85,Full,0,4256.0
9391,837,M,PhD,69,Prof,69,86,Full,0,4914.0
9392,837,M,PhD,69,Prof,69,87,Full,0,5160.0
9393,837,M,PhD,69,Prof,69,88,Full,0,5464.0
9394,837,M,PhD,69,Prof,69,89,Full,0,5931.0
9395,837,M,PhD,69,Prof,69,90,Full,0,6764.0
9396,837,M,PhD,69,Prof,69,91,Full,0,7180.0
9397,837,M,PhD,69,Prof,69,92,Full,0,7388.0
9398,837,M,PhD,69,Prof,69,93,Full,0,7602.0
9399,837,M,PhD,69,Prof,69,94,Full,1,8770.0
9400,837,M,PhD,69,Prof,69,95,Full,1,9556.0
9401,838,M,PhD,73,Prof,83,83,Full,0,6141.0
9402,838,M,PhD,73,Prof,83,84,Full,0,6441.0
9403,838,M,PhD,73,Prof,83,85,Full,0,6441.0
9404,838,M,PhD,73,Prof,83,86,Full,0,7438.0
9405,838,M,PhD,73,Prof,83,87,Full,0,7811.0
9406,838,M,PhD,73,Prof,83,88,Full,0,7811.0
9407,838,M,PhD,73,Prof,83,89,Full,0,8358.0
9408,838,M,PhD,73,Prof,83,90,Full,0,9263.0
9409,838,M,PhD,73,Prof,83,91,Full,0,9556.0
9410,838,M,PhD,73,Prof,83,92,Full,0,9833.0
9411,838,M,PhD,73,Prof,83,93,Full,0,10118.0
9412,838,M,PhD,73,Prof,83,94,Full,0,10118.0
9413,838,M,PhD,73,Prof,83,95,Full,0,11672.0
9414,839,F,PhD,86,Other,86,86,Assist,0,3022.0
9415,839,F,PhD,86,Other,86,87,Assist,0,2910.0
9416,839,F,PhD,86,Other,86,88,Assist,0,3038.0
9417,839,F,PhD,86,Other,86,89,Assist,0,3250.0
9418,839,F,PhD,86,Other,86,90,Assist,0,3551.0
9419,839,F,PhD,86,Other,86,91,Assist,0,3769.0
9420,839,F,PhD,86,Other,86,92,Assoc,0,4165.0
9421,839,F,PhD,86,Other,86,93,Assoc,0,4286.0
9422,839,F,PhD,86,Other,86,94,Assoc,0,4286.0
9423,839,F,PhD,86,Other,86,95,Assoc,0,4474.0
9424,840,M,PhD,69,Prof,71,76,Assist,0,1855.0
9425,840,M,PhD,69,Prof,71,77,Assoc,0,2133.0
9426,840,M,PhD,69,Prof,71,78,Assoc,0,2270.0
9427,840,M,PhD,69,Prof,71,79,Assoc,0,2551.0
9428,840,M,PhD,69,Prof,71,80,Assoc,0,2730.0
9429,840,M,PhD,69,Prof,71,81,Assoc,0,3359.0
9430,840,M,PhD,69,Prof,71,82,Assoc,0,3359.0
9431,840,M,PhD,69,Prof,71,83,Assoc,1,3730.0
9432,840,M,PhD,69,Prof,71,84,Full,1,4100.0
9433,840,M,PhD,69,Prof,71,85,Full,1,4100.0
9434,840,M,PhD,69,Prof,71,86,Full,0,4708.0
9435,840,M,PhD,69,Prof,71,87,Full,0,4944.0
9436,840,M,PhD,69,Prof,71,88,Full,0,4944.0
9437,840,M,PhD,69,Prof,71,89,Full,0,5290.0
9438,840,M,PhD,69,Prof,71,90,Full,0,5617.0
9439,840,M,PhD,69,Prof,71,91,Full,0,5794.0
9440,840,M,PhD,69,Prof,71,92,Full,0,5878.0
9441,840,M,PhD,69,Prof,71,93,Full,0,6048.0
9442,840,M,PhD,69,Prof,71,94,Full,0,6048.0
9443,840,M,PhD,69,Prof,71,95,Full,0,6223.0
9444,841,M,PhD,73,Prof,89,89,Full,0,10064.0
9445,841,M,PhD,73,Prof,89,90,Full,0,10238.0
9446,841,M,PhD,73,Prof,89,91,Full,0,10867.0
9447,841,M,PhD,73,Prof,89,92,Full,0,11024.0
9448,841,M,PhD,73,Prof,89,93,Full,0,11343.0
9449,841,M,PhD,73,Prof,89,94,Full,0,11343.0
9450,841,M,PhD,73,Prof,89,95,Full,0,11672.0
9451,842,M,PhD,94,Other,94,94,Assist,0,5168.0
9452,842,M,PhD,94,Other,94,95,Assist,0,5394.0
9453,844,M,PhD,67,Arts,70,76,Assoc,0,1875.0
9454,844,M,PhD,67,Arts,70,77,Assoc,0,2136.0
9455,844,M,PhD,67,Arts,70,78,Assoc,1,2586.0
9456,844,M,PhD,67,Arts,70,79,Assoc,1,2822.0
9457,844,M,PhD,67,Arts,70,80,Assoc,1,3119.0
9458,844,M,PhD,67,Arts,70,81,Assoc,1,3462.0
9459,844,M,PhD,67,Arts,70,82,Assoc,1,3462.0
9460,844,M,PhD,67,Arts,70,83,Assoc,1,3759.0
9461,844,M,PhD,67,Arts,70,84,Assoc,1,4566.0
9462,844,M,PhD,67,Arts,70,85,Assoc,1,4566.0
9463,844,M,PhD,67,Arts,70,86,Assoc,1,5347.0
9464,844,M,PhD,67,Arts,70,87,Assoc,1,5347.0
9465,844,M,PhD,67,Arts,70,88,Assoc,1,6388.0
9466,844,M,PhD,67,Arts,70,89,Assoc,1,6833.0
9467,844,M,PhD,67,Arts,70,90,Assoc,1,7004.0
9468,844,M,PhD,67,Arts,70,91,Assoc,1,7425.0
9469,844,M,PhD,67,Arts,70,92,Assoc,1,7655.0
9470,844,M,PhD,67,Arts,70,93,Assoc,1,7907.0
9471,844,M,PhD,67,Arts,70,94,Assoc,1,7907.0
9472,844,M,PhD,67,Arts,70,95,Assoc,1,8381.0
9473,845,M,PhD,69,Other,72,76,Assist,0,1570.0
9474,845,M,PhD,69,Other,72,77,Assist,0,1780.0
9475,845,M,PhD,69,Other,72,78,Assist,0,1848.0
9476,845,M,PhD,69,Other,72,79,Assist,0,2049.0
9477,845,M,PhD,69,Other,72,80,Assist,0,2307.5
9478,845,M,PhD,69,Other,72,81,Assist,0,2528.0
9479,845,M,PhD,69,Other,72,82,Assoc,0,2755.0
9480,845,M,PhD,69,Other,72,83,Assoc,0,2990.0
9481,845,M,PhD,69,Other,72,84,Assoc,0,3287.0
9482,845,M,PhD,69,Other,72,85,Assoc,0,3287.0
9483,845,M,PhD,69,Other,72,86,Assoc,0,3384.0
9484,845,M,PhD,69,Other,72,87,Assoc,0,3555.0
9485,845,M,PhD,69,Other,72,88,Assoc,0,3555.0
9486,845,M,PhD,69,Other,72,89,Assoc,0,3749.0
9487,845,M,PhD,69,Other,72,90,Assoc,0,3924.0
9488,845,M,PhD,69,Other,72,91,Assoc,0,4048.0
9489,845,M,PhD,69,Other,72,92,Assoc,0,4225.0
9490,845,M,PhD,69,Other,72,93,Assoc,0,4348.0
9491,845,M,PhD,69,Other,72,94,Assoc,0,4348.0
9492,845,M,PhD,69,Other,72,95,Full,0,4670.0
9493,846,F,PhD,89,Arts,90,90,Assist,0,3263.0
9494,846,F,PhD,89,Arts,90,91,Assist,0,3318.0
9495,846,F,PhD,89,Arts,90,92,Assist,0,3463.0
9496,846,F,PhD,89,Arts,90,93,Assist,0,3615.0
9497,846,F,PhD,89,Arts,90,94,Assist,0,3615.0
9498,846,F,PhD,89,Arts,90,95,Assist,0,3828.0
9499,847,M,PhD,75,Other,83,83,Assoc,0,3500.0
9500,847,M,PhD,75,Other,83,84,Assoc,0,3632.0
9501,847,M,PhD,75,Other,83,85,Assoc,0,3632.0
9502,847,M,PhD,75,Other,83,86,Assoc,0,4076.0
9503,847,M,PhD,75,Other,83,87,Assoc,0,4281.0
9504,847,M,PhD,75,Other,83,88,Assoc,0,4405.0
9505,847,M,PhD,75,Other,83,89,Assoc,0,4780.0
9506,847,M,PhD,75,Other,83,90,Assoc,0,5004.0
9507,847,M,PhD,75,Other,83,91,Assoc,0,5311.0
9508,847,M,PhD,75,Other,83,92,Full,0,5624.0
9509,847,M,PhD,75,Other,83,93,Full,0,5705.0
9510,847,M,PhD,75,Other,83,94,Full,0,5705.0
9511,847,M,PhD,75,Other,83,95,Full,0,5955.0
9512,848,F,PhD,70,Other,74,76,Assist,0,1554.0
9513,848,F,PhD,70,Other,74,77,Assist,0,1718.0
9514,848,F,PhD,70,Other,74,78,Assoc,0,2010.0
9515,848,F,PhD,70,Other,74,79,Assoc,0,2272.0
9516,848,F,PhD,70,Other,74,80,Assoc,0,2420.0
9517,848,F,PhD,70,Other,74,81,Assoc,0,2794.0
9518,848,F,PhD,70,Other,74,82,Assoc,1,3489.0
9519,848,F,PhD,70,Other,74,83,Assoc,1,4214.667
9520,848,F,PhD,70,Other,74,84,Full,1,4438.0
9521,848,F,PhD,70,Other,74,85,Full,1,4438.0
9522,848,F,PhD,70,Other,74,86,Full,1,4570.0
9523,848,F,PhD,70,Other,74,87,Full,1,4570.0
9524,848,F,PhD,70,Other,74,88,Full,0,4731.0
9525,848,F,PhD,70,Other,74,89,Full,0,5134.0
9526,848,F,PhD,70,Other,74,90,Full,0,5374.0
9527,848,F,PhD,70,Other,74,91,Full,0,5705.0
9528,848,F,PhD,70,Other,74,92,Full,0,5870.0
9529,848,F,PhD,70,Other,74,93,Full,1,6040.0
9530,848,F,PhD,70,Other,74,94,Full,0,6040.0
9531,848,F,PhD,70,Other,74,95,Full,0,6127.0
9532,849,M,PhD,67,Other,66,76,Assoc,0,1764.179
9533,849,M,PhD,67,Other,66,77,Assoc,0,2019.0
9534,849,M,PhD,67,Other,66,78,Assoc,0,2136.0
9535,849,M,PhD,67,Other,66,79,Assoc,0,2369.0
9536,849,M,PhD,67,Other,66,80,Assoc,0,2552.0
9537,849,M,PhD,67,Other,66,81,Assoc,0,2758.0
9538,849,M,PhD,67,Other,66,82,Assoc,0,2758.0
9539,849,M,PhD,67,Other,66,83,Assoc,0,2910.0
9540,849,M,PhD,67,Other,66,84,Assoc,0,2977.0
9541,849,M,PhD,67,Other,66,85,Assoc,0,2977.0
9542,849,M,PhD,67,Other,66,86,Assoc,0,3066.0
9543,849,M,PhD,67,Other,66,87,Assoc,0,3220.0
9544,849,M,PhD,67,Other,66,88,Assoc,0,3361.0
9545,849,M,PhD,67,Other,66,89,Assoc,0,3648.0
9546,849,M,PhD,67,Other,66,90,Assoc,0,3764.0
9547,849,M,PhD,67,Other,66,91,Assoc,0,3996.0
9548,849,M,PhD,67,Other,66,92,Assoc,0,4353.0
9549,849,M,PhD,67,Other,66,93,Assoc,0,4980.0
9550,849,M,PhD,67,Other,66,94,Assoc,0,4480.0
9551,849,M,PhD,67,Other,66,95,Assoc,0,4743.0
9552,850,M,PhD,89,Arts,93,93,Assist,0,3996.0
9553,850,M,PhD,89,Arts,93,94,Assist,0,3996.0
9554,850,M,PhD,89,Arts,93,95,Assist,0,4112.0
9555,851,M,PhD,87,Prof,88,88,Assist,0,3171.0
9556,851,M,PhD,87,Prof,88,89,Assist,0,3441.0
9557,851,M,PhD,87,Prof,88,90,Assist,0,3706.0
9558,851,M,PhD,87,Prof,88,91,Assist,0,3991.0
9559,851,M,PhD,87,Prof,88,92,Assist,0,4165.0
9560,851,M,PhD,87,Prof,88,93,Assist,0,4286.0
9561,851,M,PhD,87,Prof,88,94,Assist,0,4286.0
9562,851,M,PhD,87,Prof,88,95,Assoc,0,4670.0
9563,852,M,PhD,74,Arts,75,76,Assist,0,1412.0
9564,852,M,PhD,74,Arts,75,77,Assist,0,1572.0
9565,852,M,PhD,74,Arts,75,78,Assist,0,1644.0
9566,852,M,PhD,74,Arts,75,79,Assist,0,1881.0
9567,852,M,PhD,74,Arts,75,80,Assist,0,2079.0
9568,852,M,PhD,74,Arts,75,81,Assoc,0,2460.0
9569,852,M,PhD,74,Arts,75,82,Assoc,0,2605.0
